"id","label","comment","subPropertyOf","equivalentProperty","subproperties","domainIncludes","rangeIncludes","inversOf","supersedes","supersededBy","isPartOf"
"http://schema.org/geographicArea","geographicArea","The geographic area associated with the audience.","","","","http://schema.org/Audience","http://schema.org/AdministrativeArea","","",""
"http://schema.org/givenName","givenName","Given name. In the U.S., the first name of a Person. This can be used along with familyName instead of the name property.","","","","http://schema.org/Person","http://schema.org/Text","","",""
"http://schema.org/globalLocationNumber","globalLocationNumber","The <a href=""http://www.gs1.org/gln"">Global Location Number</a> (GLN, sometimes also referred to as International Location Number or ILN) of the respective organization, person, or place. The GLN is a 13-digit number used to identify parties and physical locations.","http://schema.org/identifier","","","http://schema.org/Organization, http://schema.org/Person, http://schema.org/Place","http://schema.org/Text","","",""
"http://schema.org/grantee","grantee","The person, organization, contact point, or audience that has been granted this permission.","","","","http://schema.org/DigitalDocumentPermission","http://schema.org/Audience, http://schema.org/ContactPoint, http://schema.org/Organization, http://schema.org/Person","","",""
"http://schema.org/greater","greater","This ordering relation for qualitative values indicates that the subject is greater than the object.","","","","http://schema.org/QualitativeValue","http://schema.org/QualitativeValue","","",""
"http://schema.org/greaterOrEqual","greaterOrEqual","This ordering relation for qualitative values indicates that the subject is greater than or equal to the object.","","","","http://schema.org/QualitativeValue","http://schema.org/QualitativeValue","","",""
"http://schema.org/gtin12","gtin12","The <a href=""http://apps.gs1.org/GDD/glossary/Pages/GTIN-12.aspx"">GTIN-12</a> code of the product, or the product to which the offer refers. The GTIN-12 is the 12-digit GS1 Identification Key composed of a U.P.C. Company Prefix, Item Reference, and Check Digit used to identify trade items. See <a href=""http://www.gs1.org/barcodes/technical/idkeys/gtin"">GS1 GTIN Summary</a> for more details.","http://schema.org/identifier","","","http://schema.org/Demand, http://schema.org/Offer, http://schema.org/Product","http://schema.org/Text","","",""
"http://schema.org/gtin13","gtin13","The <a href=""http://apps.gs1.org/GDD/glossary/Pages/GTIN-13.aspx"">GTIN-13</a> code of the product, or the product to which the offer refers. This is equivalent to 13-digit ISBN codes and EAN UCC-13. Former 12-digit UPC codes can be converted into a GTIN-13 code by simply adding a preceeding zero. See <a href=""http://www.gs1.org/barcodes/technical/idkeys/gtin"">GS1 GTIN Summary</a> for more details.","http://schema.org/identifier","","","http://schema.org/Demand, http://schema.org/Offer, http://schema.org/Product","http://schema.org/Text","","",""
"http://schema.org/gtin14","gtin14","The <a href=""http://apps.gs1.org/GDD/glossary/Pages/GTIN-14.aspx"">GTIN-14</a> code of the product, or the product to which the offer refers. See <a href=""http://www.gs1.org/barcodes/technical/idkeys/gtin"">GS1 GTIN Summary</a> for more details.","http://schema.org/identifier","","","http://schema.org/Demand, http://schema.org/Offer, http://schema.org/Product","http://schema.org/Text","","",""
"http://schema.org/gtin8","gtin8","The <a href=""http://apps.gs1.org/GDD/glossary/Pages/GTIN-8.aspx"">GTIN-8</a> code of the product, or the product to which the offer refers. This code is also known as EAN/UCC-8 or 8-digit EAN. See <a href=""http://www.gs1.org/barcodes/technical/idkeys/gtin"">GS1 GTIN Summary</a> for more details.","http://schema.org/identifier","","","http://schema.org/Demand, http://schema.org/Offer, http://schema.org/Product","http://schema.org/Text","","",""
"http://schema.org/hasCourseInstance","hasCourseInstance","An offering of the course at a specific time and place or through specific media or mode of study or to a specific section of students.","","","","http://schema.org/Course","http://schema.org/CourseInstance","","",""
"http://schema.org/hasDeliveryMethod","hasDeliveryMethod","Method used for delivery or shipping.","","","","http://schema.org/DeliveryEvent, http://schema.org/ParcelDelivery","http://schema.org/DeliveryMethod","","",""
"http://schema.org/hasDigitalDocumentPermission","hasDigitalDocumentPermission","A permission related to the access to this document (e.g. permission to read or write an electronic document). For a public document, specify a grantee with an Audience with audienceType equal to ""public"".","","","","http://schema.org/DigitalDocument","http://schema.org/DigitalDocumentPermission","","",""
"http://schema.org/hasMap","hasMap","A URL to a map of the place.","","","","http://schema.org/Place","http://schema.org/Map, http://schema.org/URL","","http://schema.org/map, http://schema.org/maps",""
"http://schema.org/hasMenu","hasMenu","Either the actual menu as a structured representation, as text, or a URL of the menu.","","","","http://schema.org/FoodEstablishment","http://schema.org/Menu, http://schema.org/Text, http://schema.org/URL","","http://schema.org/menu",""
"http://schema.org/hasMenuItem","hasMenuItem","A food or drink item contained in a menu or menu section.","","","","http://schema.org/Menu, http://schema.org/MenuSection","http://schema.org/MenuItem","","",""
"http://schema.org/hasMenuSection","hasMenuSection","A subgrouping of the menu (by dishes, course, serving time period, etc.).","","","","http://schema.org/Menu, http://schema.org/MenuSection","http://schema.org/MenuSection","","",""
"http://schema.org/hasOfferCatalog","hasOfferCatalog","Indicates an OfferCatalog listing for this Organization, Person, or Service.","","","","http://schema.org/Organization, http://schema.org/Person, http://schema.org/Service","http://schema.org/OfferCatalog","","",""
"http://schema.org/hasPOS","hasPOS","Points-of-Sales operated by the organization or person.","","","","http://schema.org/Organization, http://schema.org/Person","http://schema.org/Place","","",""
"http://schema.org/hasPart","hasPart","Indicates a CreativeWork that is (in some sense) a part of this CreativeWork.","","","http://schema.org/containsSeason, http://schema.org/episode, http://schema.org/hasCategoryCode, http://schema.org/season","http://schema.org/CreativeWork","http://schema.org/CreativeWork","http://schema.org/isPartOf","",""
"http://schema.org/headline","headline","Headline of the article.","","","","http://schema.org/CreativeWork","http://schema.org/Text","","",""
"http://schema.org/height","height","The height of the item.","","","","http://schema.org/MediaObject, http://schema.org/Person, http://schema.org/Product, http://schema.org/VisualArtwork","http://schema.org/Distance, http://schema.org/QuantitativeValue","","",""
"http://schema.org/highPrice","highPrice","The highest price of all offers available.","","","","http://schema.org/AggregateOffer","http://schema.org/Number, http://schema.org/Text","","",""
"http://schema.org/hiringOrganization","hiringOrganization","Organization offering the job position.","","","","http://schema.org/JobPosting","http://schema.org/Organization","","",""
"http://schema.org/homeLocation","homeLocation","A contact location for a person's residence.","http://schema.org/location","","","http://schema.org/Person","http://schema.org/ContactPoint, http://schema.org/Place","","",""
"http://schema.org/homeTeam","homeTeam","The home team in a sports event.","http://schema.org/competitor","","","http://schema.org/SportsEvent","http://schema.org/Person, http://schema.org/SportsTeam","","",""
"http://schema.org/honorificPrefix","honorificPrefix","An honorific prefix preceding a Person's name such as Dr/Mrs/Mr.","","","","http://schema.org/Person","http://schema.org/Text","","",""
"http://schema.org/honorificSuffix","honorificSuffix","An honorific suffix preceding a Person's name such as M.D. /PhD/MSCSW.","","","","http://schema.org/Person","http://schema.org/Text","","",""
"http://schema.org/hostingOrganization","hostingOrganization","The organization (airline, travelers' club, etc.) the membership is made with.","","","","http://schema.org/ProgramMembership","http://schema.org/Organization","","",""
